"UNIT INFORMATION, 776 Super Units Found & 418 Extreme Units Found",,,,BASE STATS,,,,,,,55% NO DUPES STATS,,,,,,,100% RAINBOW STATS,,,,,
Character,Class,Type,,bHP,4.25,bATK,3.26,bDEF,4.43,,_55HP,4.12,_55ATK,3.15,_55DEF,4.20,,_100HP,3.90,_100ATK,2.99,_100DEF,3.74
Heading for a Showdown Super Saiyan 3 Goku (Angel),Super,TEQ,,"9,584",-0.42,"7,762",-0.89,"4,541",-0.67,,"10,784",-0.58,"8,962",-1.06,"5,741",-0.93,,"12,344",-0.82,"11,002",-1.2,"7,541",-1.16
Burgeoning Strength Super Saiyan 3 Goku (Angel),Super,PHY,,"9,949",-0.31,"7,471",-1.01,"4,723",-0.56,,"11,149",-0.47,"8,671",-1.17,"5,923",-0.83,,"13,189",-0.59,"10,471",-1.38,"7,483",-1.18
Fierce Declaration of War Yamcha,Super,INT,,"7,309",-1.14,"6,283",-1.49,"3,805",-1.1,,"8,509",-1.27,"7,483",-1.62,"5,005",-1.34,,"10,309",-1.39,"9,283",-1.78,"6,805",-1.5
Flying High in the Clouds Arale Norimaki,Super,TEQ,,"7,281",-1.15,"6,525",-1.39,"3,891",-1.05,,"8,481",-1.27,"7,725",-1.53,"5,091",-1.29,,"10,041",-1.46,"9,765",-1.62,"6,891",-1.46
Large Spirit Goku (Youth),Super,STR,,"7,763",-1,"6,635",-1.35,"3,513",-1.28,,"8,963",-1.13,"7,835",-1.49,"4,713",-1.5,,"10,763",-1.26,"9,875",-1.58,"6,273",-1.75
Courage Awakened Super Saiyan Goku Jr.,Super,INT,,"6,590",-1.37,"6,590",-1.36,"3,044",-1.56,,"8,190",-1.36,"8,190",-1.35,"4,644",-1.53,,"10,590",-1.31,"10,590",-1.34,"7,044",-1.39
Tragedy Born From Power Fusion Android #13,Extreme,TEQ,,"8,948",-0.62,"7,837",-0.86,"4,327",-0.79,,"10,148",-0.77,"9,037",-1.03,"5,527",-1.05,,"11,708",-1,"11,077",-1.18,"7,327",-1.26
Saiyan's Last Stand Bardock,Super,AGL,,"9,830",-0.34,"7,873",-0.85,"4,516",-0.68,,"11,830",-0.26,"9,873",-0.72,"6,516",-0.51,,"14,430",-0.24,"12,873",-0.57,"9,916",-0.06
Lone Guardian Super Saiyan Vegeta (GT),Super,TEQ,,"8,718",-0.7,"8,058",-0.77,"4,841",-0.49,,"9,918",-0.84,"9,258",-0.95,"6,041",-0.77,,"11,478",-1.06,"11,298",-1.1,"7,841",-1.02
Absolute Suppression Turles,Extreme,TEQ,,"9,089",-0.58,"7,577",-0.97,"5,258",-0.24,,"10,289",-0.73,"8,777",-1.13,"6,458",-0.54,,"11,849",-0.96,"10,817",-1.26,"8,258",-0.83
Training and Discovery Super Saiyan Goku,Super,INT,,"10,293",-0.2,"7,132",-1.15,"5,211",-0.27,,"11,493",-0.36,"8,332",-1.3,"6,411",-0.56,,"13,293",-0.56,"10,132",-1.49,"8,211",-0.85
Battle of Epic Proportions Super Saiyan Goku (GT),Super,STR,,"9,181",-0.55,"7,799",-0.88,"4,933",-0.43,,"10,381",-0.7,"8,999",-1.05,"6,133",-0.72,,"12,181",-0.87,"11,039",-1.19,"7,693",-1.09
The Return of The Demon Bio-Broly,Extreme,TEQ,,"8,230",-0.85,"7,580",-0.97,"4,535",-0.67,,"9,430",-0.99,"8,780",-1.13,"5,735",-0.93,,"10,990",-1.2,"10,820",-1.26,"7,535",-1.16
To a New Future Super Saiyan Trunks (Future),Super,INT,,"8,010",-0.92,"7,526",-0.99,"4,338",-0.79,,"9,210",-1.05,"8,726",-1.15,"5,538",-1.04,,"11,010",-1.19,"10,526",-1.36,"7,338",-1.25
Recurring Nightmare Super Saiyan 3 Broly,Extreme,PHY,,"8,835",-0.66,"7,460",-1.01,"4,008",-0.98,,"10,035",-0.8,"8,660",-1.18,"5,208",-1.22,,"12,075",-0.9,"10,460",-1.38,"6,768",-1.52
Strike of Gratitude and Respect Super Saiyan Goku,Super,AGL,,"9,021",-0.6,"8,058",-0.77,"4,577",-0.64,,"10,221",-0.75,"9,258",-0.95,"5,777",-0.91,,"11,781",-0.98,"11,058",-1.18,"7,817",-1.03
Getting Butterflies Bulma (Youth),Super,TEQ,,"6,630",-1.36,"6,146",-1.54,"3,565",-1.25,,"8,230",-1.35,"7,746",-1.52,"5,165",-1.25,,"10,630",-1.3,"10,146",-1.49,"7,565",-1.15
Passion for Peace Great Saiyaman,Super,AGL,,"9,113",-0.57,"8,279",-0.68,"4,255",-0.84,,"10,313",-0.72,"9,479",-0.87,"5,455",-1.09,,"11,873",-0.95,"11,279",-1.11,"7,495",-1.18
Back on the Front Line Krillin,Super,TEQ,,"8,837",-0.66,"7,691",-0.92,"5,128",-0.32,,"10,037",-0.8,"8,891",-1.09,"6,328",-0.61,,"11,597",-1.03,"10,931",-1.22,"8,128",-0.89
Strike From on High Dabura,Extreme,INT,,"10,032",-0.28,"7,544",-0.98,"4,715",-0.56,,"11,232",-0.44,"8,744",-1.14,"5,915",-0.84,,"13,032",-0.63,"10,544",-1.35,"7,715",-1.08
Max Power Technique Master Roshi (Max Power),Super,STR,,"9,021",-0.6,"8,536",-0.58,"3,979",-1,,"10,221",-0.75,"9,736",-0.77,"5,179",-1.24,,"12,021",-0.91,"11,776",-0.94,"6,739",-1.53
Diabolical Strike Nappa,Extreme,PHY,,"9,664",-0.4,"7,580",-0.97,"4,852",-0.48,,"10,864",-0.55,"8,780",-1.13,"6,052",-0.76,,"12,904",-0.67,"10,580",-1.34,"7,612",-1.12
Full-On Strike Goku (Youth) (Giant Ape),Super,AGL,,"9,572",-0.43,"8,389",-0.64,"3,887",-1.06,,"10,772",-0.58,"9,589",-0.82,"5,087",-1.29,,"12,332",-0.83,"11,389",-1.07,"7,127",-1.35
Domineering Victory Declaration Jackie Chun,Super,INT,,"7,550",-1.07,"7,308",-1.08,"5,215",-0.26,,"8,750",-1.19,"8,508",-1.23,"6,415",-0.56,,"10,550",-1.32,"10,308",-1.43,"8,215",-0.85
God-Guided Path Kami,Super,PHY,,"10,355",-0.18,"7,546",-0.98,"3,515",-1.28,,"11,555",-0.35,"8,746",-1.14,"4,715",-1.49,,"13,595",-0.47,"10,546",-1.35,"6,275",-1.75
Ruthless Invader Raditz,Extreme,INT,,"5,850",-1.6,"8,838",-0.46,"4,153",-0.9,,"7,050",-1.71,"10,038",-0.65,"5,353",-1.14,,"8,850",-1.79,"11,838",-0.92,"7,153",-1.34
Hope for Growth Gohan (Kid),Super,STR,,"5,099",-1.84,"6,649",-1.34,"3,550",-1.26,,"6,699",-1.81,"8,249",-1.33,"5,150",-1.26,,"9,099",-1.72,"10,649",-1.32,"7,550",-1.15
Training and Refreshment Goku,Super,PHY,,"9,848",-0.34,"8,132",-0.74,"4,071",-0.95,,"11,048",-0.5,"9,332",-0.92,"5,271",-1.19,,"13,088",-0.62,"11,132",-1.16,"6,831",-1.49
Pride of the Fastest One Burter,Extreme,AGL,,"6,843",-1.29,"6,613",-1.36,"2,736",-1.74,,"8,443",-1.29,"8,213",-1.35,"4,336",-1.7,,"10,843",-1.24,"10,613",-1.33,"6,736",-1.53
Brutal Bind Guldo,Extreme,TEQ,,"7,325",-1.14,"6,878",-1.25,"2,163",-2.08,,"8,925",-1.14,"8,478",-1.25,"3,763",-2.02,,"11,325",-1.1,"10,878",-1.24,"6,163",-1.8
Courageous Clash Captain Ginyu,Extreme,INT,,"7,203",-1.18,"7,137",-1.14,"3,851",-1.08,,"8,803",-1.18,"8,737",-1.15,"5,451",-1.09,,"11,203",-1.14,"11,137",-1.16,"7,851",-1.01
Pride of the Force Jeice,Extreme,STR,,"7,386",-1.12,"6,130",-1.55,"3,068",-1.54,,"8,986",-1.12,"7,730",-1.53,"4,668",-1.52,,"11,386",-1.09,"10,130",-1.49,"7,068",-1.38
Lethal Charge Recoome,Extreme,PHY,,"8,049",-0.91,"5,213",-1.92,"3,883",-1.06,,"9,649",-0.92,"6,813",-1.88,"5,483",-1.07,,"12,049",-0.9,"9,213",-1.8,"7,883",-1
Power of Pride and Bonds Super Saiyan 2 Cabba,Super,TEQ,,"8,651",-0.72,"7,416",-1.03,"4,661",-0.59,,"9,851",-0.86,"8,616",-1.19,"5,861",-0.87,,"11,411",-1.08,"10,656",-1.32,"7,661",-1.1
Full-Power Collision Super Saiyan 2 Gohan (Youth),Super,TEQ,,"10,015",-0.29,"8,688",-0.52,"3,405",-1.34,,"12,015",-0.21,"10,688",-0.41,"5,405",-1.12,,"14,615",-0.19,"14,088",-0.16,"8,405",-0.76
Demon King's Vengeance Piccolo Jr. (Giant Form),Extreme,STR,,"10,583",-0.11,"8,058",-0.77,"3,796",-1.11,,"11,783",-0.28,"9,258",-0.95,"4,996",-1.34,,"13,583",-0.48,"11,298",-1.1,"6,556",-1.61
Martial Mettle Goku,Super,PHY,,"9,644",-0.4,"7,725",-0.91,"4,794",-0.52,,"10,844",-0.56,"8,925",-1.08,"5,994",-0.79,,"12,884",-0.67,"10,725",-1.29,"7,554",-1.15
Fusion Power of the Dynamic Duo Goku (Kaioken),Super,STR,,"6,955",-1.25,"8,260",-0.69,"4,323",-0.8,,"8,155",-1.37,"9,460",-0.87,"5,523",-1.05,,"9,955",-1.49,"11,500",-1.03,"7,083",-1.37
Endless Challenge Goku (Youth),Super,STR,,"10,756",-0.05,"7,540",-0.98,"4,794",-0.52,,"11,956",-0.22,"8,740",-1.15,"5,994",-0.79,,"13,756",-0.43,"10,780",-1.28,"7,554",-1.15
Evil Onslaught Buu (Super),Extreme,PHY,,"10,200",-0.23,"7,132",-1.15,"5,258",-0.24,,"11,400",-0.39,"8,332",-1.3,"6,458",-0.54,,"13,440",-0.52,"10,132",-1.49,"8,018",-0.94
"Good Versus Evil Android #21 (Transformed, Good)",Super,INT,,"6,980",-1.25,"8,204",-0.72,"3,312",-1.4,,"8,180",-1.37,"9,404",-0.89,"4,512",-1.61,,"9,980",-1.48,"11,204",-1.13,"6,312",-1.73
Resolute Execution Cooler (Final Form),Extreme,AGL,,"9,201",-0.54,"8,082",-0.76,"4,710",-0.57,,"10,401",-0.69,"9,282",-0.94,"5,910",-0.84,,"11,961",-0.93,"11,082",-1.17,"7,950",-0.97
Battle as a Namekian Piccolo,Super,AGL,,"6,179",-1.5,"6,661",-1.34,"3,008",-1.58,,"7,779",-1.49,"8,261",-1.33,"4,608",-1.55,,"10,179",-1.42,"10,661",-1.32,"7,008",-1.41
Mission Complete Trunks (Kid) & Goten (Kid) & Marron,Super,PHY,,"5,455",-1.73,"6,926",-1.23,"3,038",-1.56,,"7,055",-1.71,"8,526",-1.23,"4,638",-1.54,,"9,455",-1.62,"10,926",-1.23,"7,038",-1.39
Watchers of the Cosmos,Super,TEQ,,"6,591",-1.37,"7,986",-0.8,"3,779",-1.12,,"7,791",-1.48,"9,186",-0.98,"4,979",-1.35,,"9,351",-1.65,"11,226",-1.13,"6,779",-1.51
A New Destination Ultimate Gohan,Super,TEQ,,"9,107",-0.57,"8,233",-0.7,"4,616",-0.62,,"10,307",-0.72,"9,433",-0.88,"5,816",-0.89,,"11,867",-0.95,"11,473",-1.04,"7,616",-1.12
Charming Girl's Dance Super Ribrianne,Super,STR,,"9,340",-0.5,"8,409",-0.63,"4,354",-0.78,,"10,540",-0.65,"9,609",-0.82,"5,554",-1.03,,"12,340",-0.82,"11,649",-0.98,"7,114",-1.36
Brave Pair Gohan (Teen) & Videl,Super,INT,,"6,824",-1.3,"7,643",-0.94,"4,090",-0.93,,"8,024",-1.41,"8,843",-1.11,"5,290",-1.18,,"9,824",-1.52,"10,643",-1.32,"7,090",-1.37
Unstoppable Battle Super Saiyan 2 Goku (Angel),Super,STR,,"8,202",-0.86,"8,284",-0.68,"4,719",-0.56,,"9,402",-1,"9,484",-0.86,"5,919",-0.83,,"11,202",-1.14,"11,524",-1.03,"7,479",-1.19
Fight for Pride Majin Vegeta,Extreme,PHY,,"7,926",-0.95,"8,468",-0.61,"4,627",-0.61,,"9,126",-1.08,"9,668",-0.79,"5,827",-0.88,,"11,166",-1.15,"11,468",-1.04,"7,387",-1.23
Rapid Growth Super Trunks,Super,INT,,"9,764",-0.37,"7,669",-0.93,"4,991",-0.4,,"11,764",-0.28,"9,669",-0.79,"6,991",-0.25,,"14,764",-0.15,"12,669",-0.64,"9,991",-0.02
The Power of a God Unleashed Super Saiyan God SS Vegeta,Super,TEQ,,"6,669",-1.34,"8,017",-0.79,"3,701",-1.17,,"7,869",-1.46,"9,217",-0.97,"4,901",-1.39,,"9,429",-1.63,"11,257",-1.12,"6,701",-1.55
Becoming a Furious God Super Saiyan God SS Goku,Super,AGL,,"6,513",-1.39,"8,048",-0.78,"3,740",-1.14,,"7,713",-1.51,"9,248",-0.95,"4,940",-1.37,,"9,273",-1.67,"11,048",-1.19,"6,980",-1.42
Fury and Battle Instinct Super Saiyan Broly,Extreme,INT,,"7,058",-1.22,"8,235",-0.7,"3,234",-1.44,,"8,258",-1.34,"9,435",-0.88,"4,434",-1.65,,"10,058",-1.46,"11,235",-1.12,"6,234",-1.76
The Most Malevolent Ever Golden Freeza,Extreme,PHY,,"7,447",-1.1,"7,176",-1.13,"4,363",-0.77,,"8,647",-1.22,"8,376",-1.28,"5,563",-1.03,,"10,687",-1.28,"10,176",-1.48,"7,123",-1.35
Grand Tour Companion Giru,Super,INT,,"5,636",-1.67,"6,637",-1.35,"3,309",-1.4,,"7,236",-1.65,"8,237",-1.34,"4,909",-1.39,,"9,636",-1.57,"10,637",-1.32,"7,309",-1.27
Young Saiyan Descedant Super Saiyan Vegeta Jr.,Super,PHY,,"6,699",-1.34,"6,517",-1.39,"3,078",-1.54,,"8,299",-1.33,"8,117",-1.38,"4,678",-1.51,,"10,699",-1.28,"10,517",-1.36,"7,078",-1.37
Culmination of Hope Goku (GT),Super,INT,,"6,024",-1.55,"6,762",-1.3,"3,109",-1.52,,"7,224",-1.65,"7,962",-1.44,"4,309",-1.72,,"9,024",-1.74,"9,762",-1.62,"6,109",-1.82
Concentrated Spirit Super Saiyan Goku,Super,STR,,"9,459",-0.46,"7,984",-0.8,"4,702",-0.57,,"10,659",-0.62,"9,184",-0.98,"5,902",-0.84,,"12,459",-0.79,"11,224",-1.13,"7,462",-1.19
Duplicated Ability Duplicate Vegeta (Super Saiyan God SS),Extreme,AGL,,"7,369",-1.12,"7,892",-0.84,"3,506",-1.28,,"8,569",-1.25,"9,092",-1.01,"4,706",-1.5,,"10,129",-1.44,"10,892",-1.24,"6,746",-1.53
Definite Path Vados,Super,AGL,,"8,460",-0.78,"7,363",-1.05,"3,623",-1.21,,"9,660",-0.92,"8,563",-1.21,"4,823",-1.43,,"11,220",-1.13,"10,363",-1.42,"6,863",-1.47
Into the Final Phase Gogeta,Super,STR,,"6,902",-1.27,"8,141",-0.74,"3,429",-1.33,,"8,102",-1.39,"9,341",-0.92,"4,629",-1.54,,"9,902",-1.5,"11,381",-1.07,"6,189",-1.78
Fictitious Universe's Strongest Beerus (Monaka Costume),Super,PHY,,"6,201",-1.49,"7,830",-0.87,"4,168",-0.89,,"7,401",-1.6,"9,030",-1.04,"5,368",-1.14,,"9,441",-1.63,"10,830",-1.26,"6,928",-1.44
Storm of Terror Freeza (2nd Form),Extreme,PHY,,"5,717",-1.65,"6,787",-1.29,"3,231",-1.45,,"7,317",-1.63,"8,387",-1.28,"4,831",-1.43,,"9,717",-1.55,"10,787",-1.27,"7,231",-1.3
Unstoppable Evolution Ahms (3rd Form),Extreme,AGL,,"7,292",-1.15,"8,266",-0.69,"3,078",-1.54,,"8,492",-1.27,"9,466",-0.87,"4,278",-1.73,,"10,052",-1.46,"11,266",-1.11,"6,318",-1.73
World-Saving Hero Great Saiyaman 4,Super,STR,,"6,746",-1.32,"8,110",-0.75,"3,545",-1.26,,"7,946",-1.44,"9,310",-0.93,"4,745",-1.48,,"9,746",-1.54,"11,350",-1.08,"6,305",-1.73
Indomitable Breakthrough Videl,Super,STR,,"8,753",-0.69,"7,163",-1.13,"4,420",-0.74,,"9,953",-0.83,"8,363",-1.29,"5,620",-1,,"11,753",-0.99,"10,403",-1.4,"7,180",-1.33
Unwavering Will and Newfound Power Super Saiyan Goku,Super,INT,,"7,214",-1.17,"7,581",-0.97,"3,974",-1,,"8,414",-1.29,"8,781",-1.13,"5,174",-1.24,,"10,214",-1.41,"10,581",-1.34,"6,974",-1.42
Shocking Contact Android #18,Extreme,STR,,"9,766",-0.36,"7,872",-0.85,"4,314",-0.8,,"10,966",-0.52,"9,072",-1.02,"5,514",-1.06,,"12,766",-0.7,"11,112",-1.16,"7,074",-1.37
Power of Kindness and Courage Super Saiyan Gohan (Youth),Super,AGL,,"9,400",-0.48,"8,064",-0.77,"4,444",-0.72,,"10,600",-0.63,"9,264",-0.95,"5,644",-0.98,,"12,160",-0.87,"11,064",-1.18,"7,684",-1.09
Secret Technique for Victory Tien,Extreme,INT,,"7,210",-1.17,"8,226",-0.71,"4,238",-0.85,,"8,410",-1.3,"9,426",-0.89,"5,438",-1.1,,"10,210",-1.41,"11,226",-1.13,"7,238",-1.3
Invincible Battle Form Super Vegeta/Super Trunks,Super,STR,,"5,656",-1.67,"6,640",-1.34,"3,446",-1.32,,"7,256",-1.64,"8,240",-1.34,"5,046",-1.31,,"9,656",-1.57,"10,640",-1.32,"7,446",-1.2
Answers Found in Training Super Saiyan Goku/Super Saiyan Gohan (Youth),Super,TEQ,,"5,472",-1.72,"6,812",-1.27,"3,323",-1.39,,"7,072",-1.7,"8,412",-1.27,"4,923",-1.38,,"9,472",-1.62,"10,812",-1.26,"7,323",-1.26
Absolute Defiance Android #18,Extreme,AGL,,"8,430",-0.79,"7,224",-1.11,"3,767",-1.13,,"9,630",-0.93,"8,424",-1.27,"4,967",-1.36,,"11,190",-1.14,"10,224",-1.46,"7,007",-1.41
Technique and Inspiration Krillin,Super,INT,,"6,956",-1.25,"6,851",-1.26,"4,969",-0.41,,"8,156",-1.37,"8,051",-1.41,"6,169",-0.7,,"9,956",-1.48,"9,851",-1.59,"7,969",-0.96
Lethal Android Android #17 (Future),Extreme,TEQ,,"8,615",-0.73,"7,394",-1.04,"3,506",-1.28,,"9,815",-0.87,"8,594",-1.2,"4,706",-1.5,,"11,375",-1.09,"10,634",-1.32,"6,506",-1.64
Destructive Android Android #18 (Future),Extreme,STR,,"8,849",-0.65,"6,584",-1.37,"4,402",-0.75,,"10,049",-0.8,"7,784",-1.51,"5,602",-1.01,,"11,849",-0.96,"9,824",-1.6,"7,162",-1.33
Little Great Saiyaman of Mystery Trunks (Kid) (Great Saiyaman),Super,AGL,,"6,609",-1.36,"8,480",-0.6,"3,677",-1.18,,"7,809",-1.48,"9,680",-0.79,"4,877",-1.41,,"9,369",-1.65,"11,480",-1.04,"6,917",-1.45
The Tiniest Top-Notch Hero Vegito (Candy),Super,TEQ,,"5,714",-1.65,"7,829",-0.87,"4,938",-0.43,,"6,914",-1.75,"9,029",-1.04,"6,138",-0.71,,"8,474",-1.9,"11,069",-1.18,"7,938",-0.97
Super Ghost Prank Super Saiyan Gotenks & Ghost,Super,INT,,"7,586",-1.05,"8,155",-0.73,"3,595",-1.23,,"8,786",-1.18,"9,355",-0.91,"4,795",-1.45,,"10,586",-1.31,"11,155",-1.15,"6,595",-1.6
Ferocious Saiyan Prince Super Saiyan Vegeta,Super,STR,,"9,156",-0.56,"8,133",-0.74,"4,641",-0.61,,"10,356",-0.71,"9,333",-0.92,"5,841",-0.88,,"12,156",-0.87,"11,373",-1.08,"7,401",-1.22
Unleashed Saiyan Cumber,Extreme,STR,,"5,812",-1.62,"8,173",-0.73,"3,935",-1.03,,"7,012",-1.72,"9,373",-0.91,"5,135",-1.26,,"8,812",-1.8,"11,413",-1.06,"6,695",-1.55
Ruthless Android Android #13,Extreme,STR,,"8,910",-0.64,"7,648",-0.94,"4,110",-0.92,,"10,110",-0.78,"8,848",-1.11,"5,310",-1.17,,"11,910",-0.94,"10,888",-1.24,"6,870",-1.47
Revenge Technology,Extreme,PHY,,"7,525",-1.07,"7,768",-0.89,"3,584",-1.24,,"8,725",-1.2,"8,968",-1.06,"4,784",-1.46,,"10,765",-1.26,"10,768",-1.28,"6,344",-1.71
Joyful Athleticism Mr. Buu,Super,TEQ,,"10,277",-0.2,"7,423",-1.03,"4,968",-0.41,,"11,477",-0.37,"8,623",-1.19,"6,168",-0.7,,"13,037",-0.63,"10,663",-1.31,"7,968",-0.96
Keen Bloodlust Cyborg Tao,Extreme,TEQ,,"7,040",-1.23,"8,192",-0.72,"4,365",-0.77,,"8,240",-1.35,"9,392",-0.9,"5,565",-1.03,,"9,800",-1.53,"11,432",-1.06,"7,365",-1.24
Creeping Conspiracy Yamu & Spopovich,Extreme,AGL,,"7,759",-1,"8,079",-0.77,"3,078",-1.54,,"8,959",-1.13,"9,279",-0.94,"4,278",-1.73,,"10,519",-1.33,"11,079",-1.17,"6,318",-1.73
Hercule City's New Hero Gohan (Teen),Super,INT,,"5,890",-1.59,"7,799",-0.88,"4,363",-0.77,,"7,090",-1.7,"8,999",-1.05,"5,563",-1.03,,"8,890",-1.78,"10,799",-1.27,"7,363",-1.24
Daring Planetary Invasion Vegeta (Kid) & Raditz (Kid),Extreme,AGL,,"5,998",-1.56,"6,854",-1.26,"2,857",-1.67,,"7,598",-1.54,"8,454",-1.25,"4,457",-1.64,,"9,998",-1.47,"10,854",-1.25,"6,857",-1.48
First Friend Broly (Kid),Extreme,INT,,"5,878",-1.6,"6,975",-1.21,"2,767",-1.72,,"7,478",-1.58,"8,575",-1.21,"4,367",-1.68,,"9,878",-1.51,"10,975",-1.21,"6,767",-1.52
Saiyan of a New Dimension Super Saiyan Goku,Super,INT,,"9,338",-0.5,"6,935",-1.23,"4,919",-0.44,,"10,538",-0.65,"8,135",-1.38,"6,119",-0.72,,"12,338",-0.82,"9,935",-1.56,"7,919",-0.98
Rumored Warrior of Justice Super Saiyan Gohan (Teen),Super,STR,,"9,530",-0.44,"7,759",-0.89,"4,921",-0.44,,"10,730",-0.59,"8,959",-1.06,"6,121",-0.72,,"12,530",-0.77,"10,999",-1.2,"7,681",-1.09
Infinite Power Borgos,Super,AGL,,"5,154",-1.82,"6,951",-1.22,"3,159",-1.49,,"6,754",-1.8,"8,551",-1.22,"4,759",-1.47,,"9,154",-1.71,"10,951",-1.22,"7,159",-1.33
Total Invasion Tora,Super,TEQ,,"5,938",-1.58,"6,758",-1.3,"3,008",-1.58,,"7,538",-1.56,"8,358",-1.29,"4,608",-1.55,,"9,938",-1.49,"10,758",-1.28,"7,008",-1.41
Cunning Moves Fasha,Super,INT,,"4,973",-1.88,"6,709",-1.32,"3,551",-1.26,,"6,573",-1.85,"8,309",-1.31,"5,151",-1.26,,"8,973",-1.76,"10,709",-1.3,"7,551",-1.15
Battle-Hardened Hero Bardock,Super,STR,,"5,076",-1.85,"7,548",-0.98,"4,401",-0.75,,"6,676",-1.82,"9,148",-0.99,"6,001",-0.79,,"9,076",-1.73,"11,548",-1.02,"8,401",-0.76
Ruffian's Strike Shugesh,Super,PHY,,"5,757",-1.63,"6,806",-1.28,"3,038",-1.56,,"7,357",-1.61,"8,406",-1.27,"4,638",-1.54,,"9,757",-1.54,"10,806",-1.27,"7,038",-1.39
Sibling Reunion Tarble,Super,AGL,,"8,822",-0.66,"7,279",-1.09,"4,747",-0.54,,"10,022",-0.81,"8,479",-1.24,"5,947",-0.82,,"11,582",-1.03,"10,279",-1.44,"7,987",-0.95
Ultimate Power-Up Ultimate Gohan,Super,INT,,"6,123",-1.52,"7,736",-0.9,"4,324",-0.8,,"7,323",-1.62,"8,936",-1.07,"5,524",-1.05,,"9,123",-1.72,"10,736",-1.29,"7,324",-1.26
Unstoppable Combo Gotenks,Super,INT,,"8,135",-0.88,"7,862",-0.85,"4,361",-0.77,,"9,335",-1.02,"9,062",-1.02,"5,561",-1.03,,"11,135",-1.16,"10,862",-1.25,"7,361",-1.24
From Father to Son,Super,STR,,"5,968",-1.57,"7,954",-0.82,"4,129",-0.91,,"7,168",-1.67,"9,154",-0.99,"5,329",-1.16,,"8,968",-1.76,"11,194",-1.14,"6,889",-1.46
Passing the Mantle Goku (Angel),Super,PHY,,"6,435",-1.42,"7,861",-0.85,"4,013",-0.98,,"7,635",-1.53,"9,061",-1.02,"5,213",-1.22,,"9,675",-1.56,"10,861",-1.25,"6,773",-1.51
Unstoppable Power Vegetto,Super,AGL,,"8,222",-0.85,"7,834",-0.86,"5,435",-0.13,,"9,422",-0.99,"9,034",-1.03,"6,635",-0.44,,"10,982",-1.2,"10,834",-1.26,"8,675",-0.63
Greatest Rage and Power Hacchan,Super,STR,,"7,635",-1.04,"8,294",-0.68,"3,940",-1.02,,"8,835",-1.17,"9,494",-0.86,"5,140",-1.26,,"10,635",-1.3,"11,534",-1.02,"6,700",-1.55
Rageful Erasure Freeza (Final Form),Extreme,INT,,"7,752",-1,"7,245",-1.1,"4,244",-0.84,,"8,952",-1.13,"8,445",-1.26,"5,444",-1.09,,"10,752",-1.26,"10,245",-1.45,"7,244",-1.3
First Step as a Warrior Super Saiyan 2 Kale,Super,INT,,"9,166",-0.55,"6,901",-1.24,"5,048",-0.36,,"10,366",-0.7,"8,101",-1.39,"6,248",-0.65,,"12,166",-0.87,"9,901",-1.57,"8,048",-0.92
Power for Securing Victory Super Saiyan 2 Caulifla,Super,STR,,"8,822",-0.66,"7,244",-1.1,"4,790",-0.52,,"10,022",-0.81,"8,444",-1.26,"5,990",-0.8,,"11,822",-0.97,"10,484",-1.37,"7,550",-1.15
Namekian Mutation Lord Slug,Extreme,TEQ,,"9,250",-0.53,"6,594",-1.36,"5,258",-0.24,,"10,450",-0.68,"7,794",-1.5,"6,458",-0.54,,"12,010",-0.91,"9,834",-1.59,"8,258",-0.83
Magnificent Hunter Kakunsa,Super,AGL,,"7,131",-1.2,"7,942",-0.82,"4,147",-0.9,,"8,331",-1.32,"9,142",-0.99,"5,347",-1.15,,"9,891",-1.5,"10,942",-1.22,"7,387",-1.23
Master of the Yacchaina Fist Rozie,Super,INT,,"6,386",-1.43,"8,108",-0.75,"4,313",-0.8,,"7,586",-1.55,"9,308",-0.93,"5,513",-1.06,,"9,386",-1.64,"11,108",-1.17,"7,313",-1.26
Expert in Justice Kahseral (Pride Troopers),Super,PHY,,"7,629",-1.04,"8,042",-0.78,"3,940",-1.02,,"8,829",-1.17,"9,242",-0.96,"5,140",-1.26,,"10,869",-1.23,"11,042",-1.19,"6,700",-1.55
In the Name of Justice Great Saiyaman 2/1,Super,TEQ,,"8,292",-0.83,"7,843",-0.86,"3,857",-1.07,,"9,492",-0.97,"9,043",-1.03,"5,057",-1.31,,"11,052",-1.18,"11,083",-1.17,"6,857",-1.48
Ready for a New Battle Gohan (Youth),Super,INT,,"7,942",-0.94,"8,693",-0.52,"4,548",-0.66,,"9,142",-1.07,"9,893",-0.71,"5,748",-0.93,,"10,942",-1.21,"11,693",-0.97,"7,548",-1.15
A Friend's Decision Hercule/Majin Buu (Good),Super,AGL,,"7,603",-1.05,"7,550",-0.98,"3,818",-1.1,,"8,803",-1.18,"8,750",-1.14,"5,018",-1.33,,"10,363",-1.37,"10,550",-1.35,"7,058",-1.38
Resolve for the Final Battle Super Saiyan 3 Goku,Super,INT,,"7,136",-1.2,"7,705",-0.92,"3,857",-1.07,,"8,336",-1.32,"8,905",-1.08,"5,057",-1.31,,"10,136",-1.43,"10,705",-1.3,"6,857",-1.48
Astonishing Reincarnation Uub (Youth),Super,PHY,,"7,837",-0.98,"6,864",-1.25,"4,558",-0.66,,"9,037",-1.11,"8,064",-1.4,"5,758",-0.92,,"11,077",-1.17,"9,864",-1.58,"7,318",-1.26
